feature,importance_mean,importance_std,importance_pct,rank
CTX_HOME_REST_DAYS,0.008602150537634379,0.0067436873556368255,100.0,1
MKT_OVERROUND,0.005017921146953342,0.003991228933928329,80.39,2
DEF_HOME_FTAG_R3,0.004659498207885271,0.00182760556042753,78.43,3
H2H_TOTAL_GOALS_R5,0.003942652329749064,0.004861885292562923,74.51,4
OPP_ADJ_AWAY_GOALS_SCORED_R5,0.0035842293906809706,0.0037591714988177193,72.55,5
OPP_ADJ_AWAY_CORNERS_CONCEDED_R3,0.0035842293906809706,0.0032058322258061308,72.55,6
DEF_AWAY_HC_R3,0.003225806451612878,0.0028673835125448298,70.59,7
CTX_AWAY_CORNERS_STD_R5,0.003225806451612856,0.0013410958375533906,70.59,8
OFF_HOME_FTHG_EMA5,0.003225806451612856,0.003083270705033174,70.59,9
DIS_AWAY_HY_R3,0.0028673835125447634,0.0014336917562724095,68.63,10
MKT_LOG_ODDS_H,0.0028673835125447634,0.004330840850750727,68.63,11
MKT_LOG_ODDS_A,0.0028673835125447413,0.0008779533128254929,68.63,12
OFF_HOME_FTHG_EMA3,0.0028673835125447413,0.0008779533128254929,68.63,13
DEF_HOME_XGA_R5,0.002508960573476671,0.0018276055604275168,66.67,14
CTX_AWAY_GOALS_STD_R5,0.002508960573476671,0.001827605560427517,66.67,15
OFF_HOME_HST_EMA5,0.0025089605734766483,0.0008779533128254929,66.67,16
OPP_ADJ_AWAY_CORNERS_SCORED_R3,0.0025089605734766483,0.0008779533128254929,66.67,17
OPP_ADJ_HOME_GOALS_SCORED_R3,0.0021505376344085557,0.0007168458781361853,64.71,18
OPP_ADJ_AWAY_SOT_SCORED_R3,0.0021505376344085557,0.001341095837553355,64.71,19
MKT_IMPLIED_HOME,0.0017921146953404632,0.0029987814571113837,62.75,20
OPP_ADJ_GOAL_MATCHUP_HOME_R5,0.0017921146953404632,0.0011334328531069217,62.75,21
H2H_HOME_WIN_RATE_R5,0.001792114695340441,0.0027763321478189197,62.75,22
INTERACTION_ATTACK_SOT_DIFF_R5,0.0014336917562723706,0.0017559066256509859,60.78,23
STRENGTH_SoT_Diff,0.0014336917562723706,0.0007168458781361853,60.78,24
